"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","influenza_season","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag"
,"State","Michigan","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","10.5338","2.3264","1212","1247013","2024-2025, Michigan. Overall (6 months-17 years)",,"1","35","3",,,"0"
,"State","Virginia","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1907","957302","2024-2025, Virginia. Overall (6 months-17 years)","1","1","61","3",,,"1"
,"National","National","Mother's Education","Less than high school","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","22.8858","2.5263","5145","5911692","2024-2025, National. Mother's Education: Less than high school",,"3","1","1",,,"0"
,"State","Georgia","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1126","719189","2024-2025, Georgia. Overall (6 months-17 years)","1","1","22","3",,,"1"
,"National","National","Poverty Status","Above Poverty, Income < $75k","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","17.0587","1.8027","17871","15048221","2024-2025, National. Poverty Status: Above Poverty, Income < $75k","1","4","1","1",,,"0"
,"Region","Region 9","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","25.0213","17.1649","69","10737741","2024-2025, Region 9. Overall (6 months-17 years)","4","1","10","2",,,"0"
,"State","District of Columbia","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"29","212692","2024-2025, District of Columbia. Overall (6 months-17 years)","3","1","20","3",,,"1"
,"State","Maine","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"21","274138","2024-2025, Maine. Overall (6 months-17 years)","3","1","32","3",,,"1"
,"State","North Dakota","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"15","156906","2024-2025, North Dakota. Overall (6 months-17 years)","4","1","47","3",,,"1"
,"State","Pennsylvania","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.1643","3.8928","3292","2506765","2024-2025, Pennsylvania. Overall (6 months-17 years)",,"1","51","3",,,"0"
,"National","National","Race and Ethnicity","Hispanic","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.237","1.5277","18315","18504044","2024-2025, National. Race/Ethnicity: Hispanic",,"5","1","1",,,"0"
,"National","National","Urbanicity","Urban (MSA Principal City)","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","18.5078","4.4612","821","17570996","2024-2025, National. Urbanicity: Urban MSA Principal City","3","6","1","1",,,"0"
,"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","22.1066","12.1979","75","2354305","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)","2","1","67","4",,,"0"
,"National","National","Urbanicity","Urban (MSA Principal City)","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","19.361","1.1846","22320","19909203","2024-2025, National. Urbanicity: Urban MSA Principal City",,"6","1","1",,,"0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.374","13.8917","64","2513564","2024-2025, Arizona. Overall (6 months-17 years)","3","1","14","3",,,"0"
,"State","North Dakota","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12",,,"1274","168295","2024-2025, North Dakota. Overall (6 months-17 years)","1","1","47","3",,,"1"
,"Substate","New York-New York City","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","36.2785","18.2205","51","1581436","2024-2025, New York-New York City. Overall (6 months-17 years)","2","1","68","4",,,"0"
,"State","Minnesota","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.6247","11.3652","84","2532673","2024-2025, Minnesota. Overall (6 months-17 years)","2","1","36","3",,,"0"
,"State","New York","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","35.0961","15.6837","72","3989215","2024-2025, New York. Overall (6 months-17 years)","4","1","45","3",,,"0"
,"National","National","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","20.5293","1.0048","82460","70475989","2024-2025, National. Overall (6 months-17 years)","1","1","1","1",,,"0"
,"Region","Region 3","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.1993","2.7142","12753","6262890","2024-2025, Region 3. Overall (6 months-17 years)",,"1","4","2",,,"0"
,"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","39.1795","23.7803","36","2259978","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)","4","1","67","4",,,"0"
,"National","National","Mother's Education","High school or equivalent","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","33.7042","13.8144","262","13763221","2024-2025, National. Mother's Education: High school or equivalent","2","3","1","1",,,"0"
,"National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","27.1393","5.4292","676","18504044","2024-2025, National. Race/Ethnicity: Hispanic","2","5","1","1",,,"0"
,"Region","Region 8","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","14.3013","1.4615","8310","2846618","2024-2025, Region 8. Overall (6 months-17 years)","1","1","9","2",,,"0"
,"State","Ohio","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","2.739","4.425","34","2057669","2024-2025, Ohio. Overall (6 months-17 years)","3","1","48","3",,,"0"
,"National","National","Age","5-11 years","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.4242","1.6406","29278","28552722","2024-2025, National. Age: 5-11 years",,"2","1","1",,,"0"
,"National","National","Age","6 months-4 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","30.6242","5.5393","900","16418643","2024-2025, National. Age: 6 months-4 years","4","2","1","1",,,"0"
,"National","National","Age","12-17 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","30.0752","4.4978","838","25504624","2024-2025, National. Age: 12-17 years","4","2","1","1",,,"0"
,"State","Ohio","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","35.6261","20.6971","34","2057669","2024-2025, Ohio. Overall (6 months-17 years)","4","1","48","3",,,"0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.333","6.7403","426","13411887","2024-2025, National. Poverty Status: Below Poverty","2","4","1","1",,,"0"
,"State","Tennessee","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1328","1909063","2024-2025, Tennessee. Overall (6 months-17 years)","1","1","56","3",,,"1"
,"National","National","Mother's Education","Some college","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","21.0335","10.2053","304","14984703","2024-2025, National. Mother's Education: Some college","3","3","1","1",,,"0"
,"State","Montana","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","12.0055","2.8974","1754","266192","2024-2025, Montana. Overall (6 months-17 years)","1","1","39","3",,,"0"
,"Substate","Texas-City of Houston","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"25","896411","2024-2025, Texas-City of Houston. Overall (6 months-17 years)","3","1","73","4",,,"1"
,"State","California","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.0428","9.8007","91","7558776","2024-2025, California. Overall (6 months-17 years)","3","1","16","3",,,"0"
,"State","Wyoming","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"17","123915","2024-2025, Wyoming. Overall (6 months-17 years)","4","1","65","3",,,"1"
,"State","Idaho","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","12.7166","3.9396","1254","637053","2024-2025, Idaho. Overall (6 months-17 years)",,"1","25","3",,,"0"
,"Substate","Pennsylvania-Philadelphia County","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","25.6497","4.1315","1472","239484","2024-2025, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",,"1","70","4",,,"0"
,"National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.2846","5.4224","676","18504044","2024-2025, National. Race/Ethnicity: Hispanic","3","5","1","1",,,"0"
,"Substate","Texas-Bexar County","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","24.411","15.9344","83","912859","2024-2025, Texas-Bexar County. Overall (6 months-17 years)","2","1","72","4",,,"0"
,"National","National","Age","5-12 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","30.5668","6.2462","623","32715895","2024-2025, National. Age: 5-12 years","4","2","1","1",,,"0"
,"State","Wyoming","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"17","123915","2024-2025, Wyoming. Overall (6 months-17 years)","2","1","65","3",,,"1"
,"State","Minnesota","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","14.5684","2.4504","1510","2532673","2024-2025, Minnesota. Overall (6 months-17 years)","1","1","36","3",,,"0"
,"State","Montana","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","16.3914","8.8651","92","266192","2024-2025, Montana. Overall (6 months-17 years)","2","1","39","3",,,"0"
,"State","New York","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","25.6848","3.9208","2642","4520049","2024-2025, New York. Overall (6 months-17 years)",,"1","45","3",,,"0"
,"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","10.8092","10.6581","36","2259978","2024-2025, Illinois-Rest of State. Overall (6 months-17 years)","3","1","67","4",,,"0"
,"National","National","Race and Ethnicity","Other, Non-Hispanic","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","18.8188","2.1361","11134","8097003","2024-2025, National. Race/Ethnicity: Other, Non-Hispanic",,"5","1","1",,,"0"
,"State","Idaho","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"1254","531305","2024-2025, Idaho. Overall (6 months-17 years)","1","1","25","3",,,"1"
,"State","Kentucky","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05","13.6599","3.219","1343","2054905","2024-2025, Kentucky. Overall (6 months-17 years)",,"1","30","3",,,"0"
,"State","Michigan","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"16","1247013","2024-2025, Michigan. Overall (6 months-17 years)","4","1","35","3",,,"1"
,"State","Nebraska","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 1","2024 Oct 05 12:00:00 AM","2024-10-05",,,"11","404391","2024-2025, Nebraska. Overall (6 months-17 years)","2","1","40","3",,,"1"
,"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","21.5941","14.0975","50","434829","2024-2025, West Virginia. Overall (6 months-17 years)","2","1","63","3",,,"0"
,"Region","Region 6","Overall","Overall","Up-to-date","Yes","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","19.7903","2.1257","13072","10342984","2024-2025, Region 6. Overall (6 months-17 years)",,"1","7","2",,,"0"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","19.0031","18.2235","37","908859","2024-2025, Arkansas. Overall (6 months-17 years)","3","1","15","3",,,"0"
,"Substate","Texas-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 2","2024 Oct 12 12:00:00 AM","2024-10-12","20.1759","3.7493","2141","4311901","2024-2025, Texas-Rest of State. Overall (6 months-17 years)","1","1","74","4",,,"0"
