"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.9","3.1301","7,016","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Rest of State","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","10.5","1.876","9,820","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","31.5","8.6316","155","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Washington","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.7","3.396","3,068","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Bexar County","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","11.6","2.1089","9,321","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Disability Status","No","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","9","0.6349","344,751","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","18-49 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","31.4","2.5578","5,612","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Don't Know/Refused","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","7.7","1.4083","23,844","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Wyoming","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","42.9","7.1253","263","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Health Insurance Among 18-64 Years","Insured","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","27.3","2.3076","7,457","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Disability Status","No","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","26.5","1.9584","11,128","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","25.1","8.227","164","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Health Insurance","Insured","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","24.4","1.9439","11,093","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Utah","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","2.9","1.7241","1,441","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","50-64 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","29.8","3.5135","3,086","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","27","4.8507","1,951","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-City of Houston","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","11","2.8214","9,220","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Minnesota","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","12","2.9345","8,525","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Poverty Status Unknown","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","32.1","3.6677","2,505","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 4","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.8013","46,323","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","26.8","4.9588","434","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Massachusetts","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","41.8","8.3234","233","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","33.2","6.3922","380","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","District of Columbia","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","12.4","2.0216","13,556","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Idaho","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","5.3","1.7678","4,725","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 6","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","30.1","3.9939","1,913","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Poverty Status","Above Poverty, Income < $75k","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","30.4","3.2378","3,742","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sex","Female","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","25.3","2.5063","6,558","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Rhode Island","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","3.5","1.0909","3,514","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Wisconsin","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","38.4","11.3011","122","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Tennessee","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","43","10.7206","100","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Health Insurance","Insured","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.3","0.715","346,989","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Hispanic","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.7","1.604","55,291","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Don't Know/Refused","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","27.3","7.882","780","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","28.4","5.6699","347","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 8","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.4","3.4625","1,755","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","American Indian/Alaska Native, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","44.7","14.4021","187","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Straight","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9.4","0.6819","329,394","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","9.5","0.6263","386,523","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Urbanicity","Rural (Non-MSA)","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","6.2","0.9016","74,340","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Alabama","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.5","2.1698","10,081","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Indiana","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","27.5","8.6394","164","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 9","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","27.5","5.7003","1,128","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Multiple or Other Races, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","37.2","10.3255","440","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sex","Male","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.5","0.7463","182,620","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.2","5.7342","286","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","25.5","6.5063","286","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","24.2","3.47","1,846","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Iowa","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","34","11.1315","96","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","18-29 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","38.4","4.0759","1,840","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arkansas","Overall","18+ years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","8.3","3.0426","4,515","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Illinois","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.5987","18,119","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","18-29 years","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","6.4","0.862","60,148","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Hawaii","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","16.5","2.2097","10,590","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Iowa","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10.9","4.9587","4,731","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","17.9","7.5968","65","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","42.7","7.4004","252","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 4","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.5","1.8013","46,323","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Race and Ethnicity","Other, Non-Hispanic","4-level vaccination and intent","Received a vaccination","September Week 3","2024 Sep 21 12:00:00 AM","10.7","2.2972","35,775","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Maryland","Overall","18+ years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","8.7","4.3841","4,447","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sex","Female","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9.8","0.8747","203,903","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","West Virginia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","36.9","5.9016","373","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","32.7","4.2018","1,238","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","South Dakota","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","33","6.9265","233","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","Kansas","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","32.8","8.776","158","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","37.2","10.9508","88","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Sexual Orientation","Straight","4-level vaccination and intent","Definitely will get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","33.6","2.0549","10,658","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","75+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","September Week 3","2024 Sep 21 12:00:00 AM","11.4","2.9042","1,384","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","State","New Hampshire","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","18.8","4.8672","371","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Disability Status","No","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","9","0.6349","344,751","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Age","50-64 years","Up-to-date","Yes","September Week 3","2024 Sep 21 12:00:00 AM","10","1.5064","96,054","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Health Insurance Among 18-64 Years","Uninsured","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","39.3","5.5573","1,015","2024 Sep 21 12:00:00 AM","2024-2025","0"
"FLU","National","National","Disability Status","Yes","4-level vaccination and intent","Probably will get a vaccine or are unsure","September Week 3","2024 Sep 21 12:00:00 AM","27.1","5.3653","1,375","2024 Sep 21 12:00:00 AM","2024-2025","0"
